end_station_name,end_lat,end_lng
Stanhope St & Fairview Ave,40.70998,-73.91116
34 Ave & 45 St,40.754795,-73.917014
Jefferson St & Cypress Ave,40.70907,-73.92157
17 St & 5 Ave,40.663493,-73.991007
Southern Blvd & Tiffany St,40.818185,-73.894143
E 163 St & Tiffany St,40.821075,-73.895069
Bushwick Ave & Harman St,40.69356,-73.92524
Webster Ave & E 166 St,40.828975,-73.911259
Central Park S & 6 Ave,40.765909,-73.976342
Home St & Westchester Ave,40.827629,-73.886659
1 Ave & E 16 St,40.73221853,-73.98165557
31 St & Thomson Ave,40.74469738,-73.93540375
Graham Ave & Grand St,40.711863,-73.944024
5 Ave & 41 St,40.649983,-74.005144
Broadway & E 21 St,40.73988840858996,-73.98958593606949
Freeman St & Reverend James A Polite Ave,40.830529,-73.894717
8 Ave & W 16 St,40.740983,-74.001702
11 Ave & W 59 St,40.77149671054441,-73.99046033620834
Tompkins Ave & Hopkins St,40.69957608,-73.94708417
Grand Ave & Bergen St,40.678045,-73.962408
W 147 St & Adam Clayton Powell Blvd,40.82281,-73.937413
Leonard St & Church St,40.717571,-74.005549
50 St & Northern Blvd,40.753441,-73.912402
Rivington St & Chrystie St,40.72110063,-73.9919254
Sedgwick Ave & W Tremont Ave,40.85304455868985,-73.91830623149872
10 Ave & W 202 St,40.861281970750994,-73.921417593956
51 St & Queens Blvd,40.7429,-73.91395
Woodside Ave & 60 St,40.74521,-73.90462
E 149 St & Morris Ave,40.81734,-73.922962
W 84 St & Broadway,40.7867947,-73.977112
4 Ave & E 12 St,40.732647,-73.99011
N 12 St & Bedford Ave,40.72079821,-73.95484712
Union Ave & Jackson St,40.7160751,-73.952029
S 4 St & Wythe Ave,40.71285887,-73.96590294
Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842
21 Ave & Shore Blvd,40.783956,-73.916894
45 St & 4 Ave,40.649145,-74.009486
1 Ave & E 44 St,40.75001986,-73.96905301
Patchen Ave & Bainbridge St,40.68143,-73.92565
Monroe St & Tompkins Ave,40.686203,-73.944694
8 Ave & W 49 St,40.76171227910671,-73.98655101656914
Wyckoff Av & Jefferson St,40.707165,-73.923711
Walton Ave & E 183 St,40.858472,-73.90266
Willis Ave & E 141 St,40.81093,-73.921606
Grove St & Broadway,40.69047,-73.923511
Onderdonk Ave & Dekalb Ave,40.70863,-73.91497
Broadway & 51 St,40.754164,-73.908906
38 St & Northern Blvd,40.752372,-73.925384
W 50 St & 9 Ave,40.76360467795863,-73.98917958140373
W 51 St & Rockefeller Plaza,40.75973805251143,-73.97811613976955
E 2 St & Avenue C,40.7208736,-73.98085795
Forsyth St & Broome St,40.71893904,-73.99266288
Menahan St & Central Ave,40.69543,-73.9196
Hancock St & Bedford Ave,40.68216564,-73.95399026
3 St & Prospect Park West,40.668132,-73.97363831
Adelphi St & Myrtle Ave,40.69308257,-73.97178913
W 165 St & Fort Washington Ave,40.84004,-73.942939
W 106 St & Amsterdam Ave,40.8008363,-73.9664492472
Crescent St & 30 Ave,40.768692,-73.9249574
River Ave & E 151 St,40.822217,-73.928939
31 Ave & Crescent St,40.7658346,-73.9265474
Wadsworth Ave & W 179 St,40.848467,-73.936064
Dawson St & Intervale Ave,40.819999,-73.897263
Sheridan Ave & E 172 St,40.840494,-73.911479
Calyer St & Guernsey St,40.72755807335852,-73.95505852997303
Adam Clayton Powell Blvd & W 141 St,40.819241,-73.941057
W 37 St & Broadway,40.75227093837409,-73.98770570755005
E 167 St & Franklin Ave,40.82895,-73.90521
Boston Rd & Prospect Ave,40.833246,-73.896599
Rogers Pl & E 165 St,40.82388366441761,-73.8974027708582
Putnam Ave & Ralph Ave,40.68705,-73.92338
Weeks Ave & E 175 St,40.846879,-73.907342
5 St & 51 Ave,40.7423737,-73.9566
Lewis Ave & Greene Ave,40.68995,-73.9365
36 St & 4 Ave,40.654144,-74.00422
Union Ave & E 169 St,40.82995,-73.898802
W 204 St & Nagle Ave,40.863211,-73.920827
Clermont Ave & Lafayette Ave,40.68764484,-73.96968902
Broadway & W 61 St,40.77003010255044,-73.9819684624672
Broadway & W 41 St,40.75513557,-73.98658032
Barrow St & Hudson St,40.73172428,-74.00674436
Irving Ave & Palmetto St,40.698,-73.9127
W 106 St & Central Park West,40.7981856,-73.9605909006
Court St & State St,40.6902375,-73.99203074
W 54 St & 11 Ave,40.768333,-73.992573
Avenue C & E 18 St,40.730563,-73.973984
W 59 St & 10 Ave,40.770513,-73.988038
E 68 St & Madison Ave,40.7691572,-73.96703464
Underhill Ave & Pacific St,40.6804836,-73.9646795
Cherry St,40.71219906,-73.97948148
Macon St & Nostrand Ave,40.6809833854,-73.9500479759
President St & 4 Ave,40.676757,-73.983262
Greenwood Ave & E 4 St,40.650739,-73.977739
Delancey St & Eldridge St,40.719383,-73.991479
W 135 St & Lenox Terrace Pl,40.813619,-73.939336
23 Rd & 31 St,40.77336750284339,-73.91382560133934
Isham St & Broadway,40.86788,-73.919685
Jerome Ave & W Fordham Rd,40.86294,-73.90108
46 St & Queens Blvd,40.74349759836971,-73.91860529780388
McDonald Ave & Vanderbilt St,40.651654,-73.981231
Grand Concourse & East Mount Eden Ave,40.84301,-73.91172
E 23 St & 1 Ave,40.736502,-73.97809472
White St & Moore St,40.704508,-73.9351
24 Ave & 29 St,40.7729,-73.916142
Allen St & Hester St,40.71605866,-73.99190759
35 St & 21 Ave,40.776745,-73.906558
25 Ave & 41 St,40.767666,-73.910963
Washington Ave & Park Ave,40.69610226,-73.96751037
W 34 St &\tHudson Blvd E,40.75516719072139,-74.00059908628464
3 Ave & E 100 St,40.7877214,-73.94728331
E 9 St & 5 Ave,40.73275887045087,-73.99581670761108
W 30 St & 8 Ave,40.74965268472847,-73.9952078461647
Broadway & W 131 St,40.817555,-73.957163
St. Nicholas Ave & W 155 St,40.830663,-73.941323
Carlton Ave & Park Ave,40.69580705,-73.97355569
Sullivan Pl & Franklin Ave,40.66407983678161,-73.96025128666679
Ditmars Blvd & 76 St,40.768442,-73.893531
E 118 St & Madison Ave,40.8014866,-73.9442507
W 87 St & Amsterdam Ave,40.78839,-73.9747
Sedgwick Ave & W Burnside Ave,40.854947,-73.916661
30 Ave & 21 St,40.7703743,-73.9286078
W 163 St & Riverside Dr,40.839278,-73.945446
E 97 St & 3 Ave,40.7859201,-73.94860294
W 34 St & Hudson Blvd E,40.75516719072139,-74.00059908628464
Amsterdam Ave & W 152 St,40.829523,-73.944279
Keegan Rd & 2 Ave,40.64243139706092,-74.0255355834961
Broadway & W 160 St,40.835775,-73.9434
Columbia St & Lorraine St,40.6747055,-74.0075572
37 Ave & 35 St,40.7531106,-73.9279917
36 Ave & 10 St,40.7614376,-73.9411265
Ditmars Blvd & 79 St,40.768728,-73.890745
Lincoln Ave & E 134 St,40.808484,-73.928803
Church Ave & McDonald Ave,40.642809,-73.979239
Pacific St & Classon Ave,40.6791944,-73.9587903
W 34 St &	Hudson Blvd E,40.755167,-74.000599
57 St & 43 Ave,40.74324,-73.908
46 St & 30 Rd,40.76072,-73.910989
Fulton St & Adams St,40.69241829257847,-73.98949474096298
3 Ave & Franklin Ave,40.82696,-73.907451
41 St & 4 Ave,40.651354,-74.007168
Adam Clayton Powell Blvd & W 126 St,40.80949534777948,-73.94776493310928
3 St & 7 Ave,40.6703837,-73.97839676
Lenox Ave & W 130 St,40.8107922,-73.9430681
Hudson Blvd E & W 36 St,40.75630628938069,-73.99951145061095
Lenox Ave & W 117 St,40.8025566,-73.9490782
Church St & Worth St,40.71688538495366,-74.00650128722191
Pleasant Ave & E 116 St,40.7949879,-73.9333349
Nagle Ave & Thayer St,40.861382,-73.925591
Jerome Ave & Anderson Ave,40.830179,-73.928747
39 St & 47 Ave,40.74215636827728,-73.92662644386292
Buchanan Pl & Grand Ave,40.85834,-73.90626
Jerome Ave & E 181 St,40.855653,-73.905528
Morris Ave & E 171 St,40.83899,-73.9109
Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773
E 7 St & Ave B,40.7251285241158,-73.98131668567657
Spring St & Hudson St,40.72583996792375,-74.0076532959938
George St & Wilson Ave,40.702997,-73.92997
Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097
W 41 St & 8 Ave,40.75640548,-73.9900262
E 53 St & 3 Ave,40.75763227739443,-73.96930575370789
Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915
10 St & 7 Ave,40.6662078,-73.98199886
7 Ave & 20 St,40.659053,-73.98854
Bayard St & Baxter St,40.71602118,-73.99974372
57 St & 1 Ave,40.646377,-74.023087
Madison St & Forest Ave,40.70555,-73.90245
Old Slip & South St,40.70336686695866,-74.007867872715
Roebling St & N 4 St,40.71469,-73.95739
E 174 St & Walton Ave,40.844811,-73.912042
46 Ave & 5 St,40.74731,-73.95451
Bridge St & Water St,40.70296934155272,-73.98469090461731
34th Ave & Vernon Blvd,40.76535380385866,-73.93986314535141
Broadway & W 138 St,40.82182,-73.95353
Crotona Park North & Prospect Ave,40.841092,-73.892317
7 Ave & 62 St,40.63556,-74.01298
Forest Ave & Summerfield St,40.69922,-73.89795
Central Ave & Flushing Ave,40.702831,-73.9333
Broadway & W 220 St,40.872412,-73.912807
Gerard Ave & McClellan St,40.833909,-73.92112
E 15 St & 3 Ave,40.734232,-73.986923
Clay Ave & E 173 St,40.843264,-73.904867
Woodside Ave & 55 St,40.74679,-73.90893
Clinton Ave & Myrtle Ave,40.693261,-73.968896
Wythe Ave & Metropolitan Ave,40.716887,-73.963198
7 Ave S & Bleecker St,40.73213896287381,-74.00363802909851
E 2 St & Avenue B,40.72217444,-73.98368779
7 Ave & 17 St,40.66093779493168,-73.98680448532104
Kingsland Ave & Nassau Ave,40.72577,-73.94173
Douglass St & 3 Ave,40.6802133,-73.98432695
W 35 St & 9 Ave,40.75414519263519,-73.9960889518261
E 33 St & 5 Ave,40.74765947,-73.98490707
W 116 St & Broadway,40.8082,-73.9641
Woodside Ave & 69 St,40.7428,-73.89584
Adam Clayton Powell Blvd & W 132 St,40.813539,-73.94521
W 15 St & 7 Ave,40.73935542,-73.99931783
9 Ave & W 22 St,40.7454973,-74.00197139
Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863
E 11 St & 3 Ave,40.73127,-73.98849
Rutgers St & Henry St,40.71332151208186,-73.99009689688683
2 Ave & 39 St,40.655722167971554,-74.01000827550888
34 Ave & 21 St,40.7628138,-73.9342862
Garfield Pl & 8 Ave,40.6711978,-73.97484126
E 67 St & Park Ave,40.76780080148132,-73.96592080593109
44 St & 3 Ave,40.651173,-74.011405
Sedgwick Ave & Hall of Fame Tce,40.859532,-73.913303
Stanton St & Mangin St,40.71782143,-73.97628939
57 St & 4 Ave,40.642622,-74.016866
Norman St & Wyckoff Ave,40.69517,-73.90311
River Ave & E 153 St,40.82441,-73.92818
Railroad Ave & Kay Ave,40.70514807698391,-73.97078096866608
Franklin Ave & Myrtle Ave,40.694546087246025,-73.95801365375519
E Fordham Rd & Webster Ave,40.861748,-73.89105
Avenue D & E 12 St,40.72580614,-73.97422494
Westchester Ave & E 156 St,40.817802,-73.905203
21 St & 38 Ave,40.7576314,-73.9391224
Washington Ave & E 167 St,40.829896,-73.907618
37 St & 24 Ave,40.7701477,-73.9120938
Centre St & Seneca Ave,40.69969,-73.9022
St. Ann's Av & Bruckner Blvd,40.803399,-73.919763
Old Broadway & W 133 St,40.818212,-73.955277
Grand Concourse & E 175 St,40.84627592921954,-73.90931278467178
E 133 St & Cypress Pl,40.80262,-73.9174
Longfellow Ave & E 165 St,40.825322,-73.887729
Townsend Ave & E 175 St,40.84741,-73.911359
W 37 St & 10 Ave,40.75660359,-73.9979009
Clinton St & 4 Place,40.6783563,-74.00014502
Sullivan St & Washington Sq,40.73047747,-73.99906065
Myrtle Ave & Fleet Pl,40.693534,-73.981909
Bronx Shore Comfort Station,40.80046,-73.92404
Melrose St & Broadway,40.697481,-73.935877
W 34 St & 11 Ave,40.75594159,-74.0021163
University Pl & E 8 St,40.73143724085228,-73.99490341544151
Clinton Ave & Flushing Ave,40.69794,-73.96986848
Linden St & Knickerbocker Ave,40.69714,-73.91566
E 59 St & Madison Ave,40.76350532,-73.97109243
36 St & Queens Blvd,40.74408,-73.92901
47 Ave & 31 St,40.743,-73.93561
E 68 St & 3 Ave,40.76712840349542,-73.96224617958069
Washington Ave & E 163 St,40.824,-73.91089
Madison St & Evergreen Ave,40.69122,-73.91693
Margaret Corbin Plz & Ft Washington Ave,40.859166,-73.933872
19 St & 8 Ave,40.658489,-73.985543
31 St & Hoyt Ave N,40.7711528,-73.9170074
W 52 St & 6 Ave,40.76132983124814,-73.97982001304626
E 3 St & 1 Ave,40.72467721,-73.98783413
Prospect Ave & Jennings St,40.831762,-73.896853
Kane St & Clinton St,40.6861758,-73.99645295
Sheridan Ave & E 168 St,40.835334,-73.9154
Henry St & Middagh St,40.7003,-73.991581
7 St & 3 Ave,40.67260298150126,-73.98983001708984
St James Pl & Pearl St,40.71117416,-74.00016545
E 118 St & Park Ave,40.8005385,-73.9419949
Evergreen Ave & Noll St,40.70106,-73.93318
Park Pl & Franklin Ave,40.6741806,-73.9564947
E 138 St & Park Ave,40.81263616769319,-73.92924964427948
31 Ave & 14 St,40.7682,-73.9322662
Hoyt St & Warren St,40.6843549,-73.98901629
35 St & 23 Ave,40.77301508291382,-73.91119033098221
48 St & Skillman Ave,40.74622874694195,-73.91616314649582
48 St & 50 Ave,40.73737,-73.91803
61 St & Laurel Hill Blvd,40.7388,-73.90338
8 Ave & W 33 St,40.751551,-73.993934
Albee Square W & Fulton St,40.69068758614303,-73.98347854614258
Thompson St & Bleecker St,40.72840059450829,-73.99968780577183
DeKalb Ave & Hudson Ave,40.689888,-73.981013
Nelson Ave & W 172 St,40.843965,-73.920999
10 St & 2 Ave,40.671907,-73.993612
W 82 St & Central Park West,40.78275,-73.97137
Queens Plaza North & Crescent St,40.75110165,-73.94073717
Chauncey St & Howard Ave,40.68158,-73.91959
Degraw St & Smith St,40.6829151,-73.99318208
Fulton Ave & St. Paul's Pl,40.83545,-73.90153
Metropolitan Ave & Stewart Ave,40.71401,-73.92793
Broadway & W 165 St,40.839137,-73.941409
Amsterdam Ave & W 183 St,40.84925,-73.93022
W 180 St & Ft Washington Ave,40.849972,-73.938423
Sherman Ave & E 166 St,40.83130549267296,-73.91744792461395
9 St & 44 Rd,40.74966,-73.9521
St Mary's St & Jackson Ave,40.808891,-73.91081
Amsterdam Ave & W 167 St,40.839443,-73.937044
Windsor Pl & 8 Ave,40.660906,-73.983074
7 Ave & 22 St,40.658029,-73.989605
34 Ave & 38 St,40.756913,-73.921631
6 Ave & Broome St,40.72431,-74.00473
E 85 St & York Ave,40.77536905,-73.94803392
Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307
E 66 St & Madison Ave,40.76800889305947,-73.96845281124115
W 92 St & Broadway,40.7921,-73.9739
Central Park W & W 91 St,40.78866499127884,-73.96680057048798
Broadway & W 122 St,40.8120562,-73.9612547
Allen St & Stanton St,40.722055,-73.989111
Fulton St & Waverly Ave,40.68323865460341,-73.96599590778351
Myrtle Ave & Grove St,40.69905,-73.91516
Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423
Broadway & Madison St,40.68822,-73.91966
Albany Ave & Fulton St,40.6800105,-73.938475
Carlton Ave & Dean St,40.6809741,-73.9710097
Prospect Park SW & Greenwood Ave,40.652563,-73.972573
38 St & 30 Ave,40.764174520197685,-73.91583994030952
E 157 St & River Ave,40.825737,-73.927311
Engert Ave & McGuinness Blvd,40.72158,-73.94546
Ft. Washington Ave & W 190 St,40.856906,-73.935662
Broadway & 49 St,40.755389,-73.911517
Jerome Ave & E 198 St,40.87144520687118,-73.89289632439613
Broadway & Morris St,40.705945132708806,-74.01321887969969
West Thames St,40.70834698,-74.01713445
Nassau Ave & Russell St,40.72557,-73.94434
5 Ave & 37 St,40.652657,-74.002356
Fulton St & Broadway,40.711066,-74.009447
W 171 St & St. Nicholas Ave,40.842941,-73.938631
Southern Blvd & E 175 St,40.839335,-73.886445
Devoe St & Lorimer St,40.71335226222875,-73.9491033554077
W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028
Van Brunt St & Wolcott St,40.6773429,-74.01275056
2 Ave & E 125 St,40.802554,-73.933509
Putnam Ave & Nostrand Ave,40.68402,-73.94977
Wyckoff St & Nevins St,40.683426,-73.984275
Monroe St & Classon Ave,40.6845683,-73.95881081
Bedford Ave & S 9 St,40.70853074,-73.96408963
Fulton St & Irving Pl,40.68186,-73.959432
Wilson Ave & Moffat St,40.68906,-73.90506
48 Ave & 41 St,40.73985995699164,-73.92400324344635
St. Nicholas Ave & W 157 St,40.832314,-73.94102
Charlotte St & Boston Rd,40.8358771,-73.8931428
E 165 St & Jerome Ave,40.83263,-73.925101
Broadway & Whipple St,40.7016657,-73.9437303
Bruckner Blvd & Bryant Ave,40.821952,-73.888546
42 St & 1 Ave,40.654798,-74.014372
Longwood Ave & Southern Blvd,40.816343,-73.896447
46 St & 6 Ave,40.645921,-74.005708
3 Ave & 17 St,40.666168,-73.995549
Dyckman St & 10 Ave,40.85890447538412,-73.9230939745903
W 160 St & St. Nicholas Ave,40.834468,-73.939865
W 30 St & 10 Ave,40.752694,-74.002353
Avenue D & E 3 St,40.72082834,-73.97793172
Sands St Gate,40.699569,-73.979827
E 170 St & Webster Ave,40.83617913677475,-73.90730146322765
W 63 St & Broadway,40.77163851,-73.98261428
Prospect Park W & 20 St,40.656633,-73.983864
Woodward Ave & Harman St,40.70793,-73.91092
Willoughby St & Fleet St,40.69196566,-73.9813018
W 100 St & Broadway,40.7973721,-73.97041192
E 76 St & Park Ave,40.773763,-73.96222088
Montague St & Clinton St,40.6942715,-73.9923272
Morris Ave & McClellan St,40.831584,-73.9149
Ditmars Blvd & 43 St,40.771203,-73.903865
Walton Ave & E 168 St,40.83649,-73.918316
W 204 St & Vermilyea Ave,40.866141,-73.922648
5 Av & W 139 St,40.815484,-73.935856
43 Ave & 47 St,40.7448062877224,-73.91728967428207
Westchester Ave & Jackson Ave,40.816124,-73.908116
30 Ave & 12 St,40.77171710520828,-73.93159255385399
Southern Blvd & E 142 St,40.807347437082,-73.90809774398804
Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603
W 36 St & 9 Ave,40.75462324029105,-73.99516761302948
E 89 St & 3 Ave,40.7806284,-73.9521667
12 St & 4 Ave,40.668603,-73.9904394
Broadway & W 29 St,40.7462009,-73.98855723
Berkeley Pl & 7 Ave,40.675146838709786,-73.97523209452629
Riverside Dr & W 104 St,40.8013434,-73.9711457439
Parade Pl & Crooke Ave,40.651847,-73.965248
Park Ave & St Edwards St,40.69608941,-73.97803415
Van Sinderen Ave & Truxton St,40.6786,-73.90369
W 44 St & 5 Ave,40.75500254,-73.98014437
1 Ave & E 30 St,40.74144387,-73.97536082
3 Ave & E 71 St,40.76873687,-73.96119945
Graham Ave & Withers St,40.7169811,-73.94485918
Manhattan Av & Leonard St,40.72084,-73.94844
Suydam St & St. Nicholas Ave,40.70636,-73.91945
E 9 St & Avenue C,40.72521311,-73.97768752
Church Ave & Story St,40.642031,-73.981073
Cumberland St & Lafayette Ave,40.68753406,-73.97265183
30 St & 4 Ave,40.657743,-74.001141
E 123 St & Lexington Ave,40.8029263,-73.9379
44 St & 2 Ave,40.652502,-74.013587
Webb Ave & W 190 St,40.8660052,-73.904254892
31 Ave & 57 St,40.757357,-73.904726
10 Ave & W 215 St,40.86932465640094,-73.91519755125046
W Fordham Rd & Loring Pl N,40.86295,-73.90741
Andrews Ave S & W 179 St,40.855156,-73.91278
Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323
Davidson Ave & W Burnside Ave,40.853646,-73.908731
Brook Ave & E 138 St,40.807408,-73.91924
Pier 40 Dock Station,40.72866,-74.01198
Thomas S. Boyland St & Marion St,40.6814658848122,-73.91415685415268
Scholes St & Manhattan Ave,40.70870368,-73.9448625
Sharon St & Olive St,40.71534162042448,-73.93865078687668
Amsterdam Ave & W 172 St,40.842173,-73.935111
W 192 St & University Ave,40.866899,-73.901942
St Johns Pl & Washington Ave,40.6737236,-73.9631611
W 113 St & Broadway,40.805973,-73.964928
E 27 St & 1 Ave,40.739445,-73.976806
E 47 St & Park Ave,40.75510267,-73.97498696
Greene Ave & Nostrand Ave,40.6883337,-73.950916
Cliff St & Fulton St,40.70838,-74.00495
Gerard Ave & E 146 St,40.817755,-73.92965
E 43 St & 2 Ave,40.75022392,-73.97121414
Edgecombe Ave & W 167 St,40.838191,-73.936085
Flatbush Ave & Eastern Pkwy,40.668757,-73.966438
Lexington Ave & E 26 St,40.741459,-73.983293
Pacific St & Nevins St,40.6853761,-73.98302136
West End Ave & W 78 St,40.783786,-73.981687
Amsterdam Ave & W 162 St,40.83618,-73.939789
27 Ave & 9 St,40.7739825,-73.9309134
53 St & 2 Ave,40.64744,-74.018846
Bedford Park Blvd & Paul Ave,40.87444,-73.89186
Chester Ave & 12 Ave,40.644367,-73.984276
E 128 St & 3 Ave,40.805631,-73.934077
West Farms Rd & Boone Ave,40.8301283948092,-73.88630211353302
Academy St & Nagle Ave,40.862562,-73.922661
E 167 St & Bryant Ave,40.826706,-73.888719
Chauncey St & Malcolm X Blvd,40.68044,-73.92842
33 St & 47 Ave,40.74283,-73.9321
W 47 St & 10 Ave,40.76269882,-73.99301222
Gramercy Park N & Gramercy Park E,40.73795,-73.98509
Madison Ave & E 26 St,40.742684734875695,-73.98671329021454
18 St & 27 Ave,40.772768286288304,-73.92743647098541
E 13 St & Avenue A,40.72966729392978,-73.98067966103554
Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659
W 74 St & Columbus Ave,40.7785669,-73.97754961
Degraw St & Hoyt St,40.68199044270703,-73.99079024791718
Broadway & W 37 St,40.75172632,-73.98753523
Broadway & Furman Ave,40.68139,-73.90756
Milton St & Franklin St,40.72906,-73.95779
44 Dr & Jackson Ave,40.74718234,-73.9432635
Broadway & Ellwood St,40.862058,-73.929719
Newton Rd & 44 St,40.7595701,-73.9142678
Brook Ave & E 141 St,40.809619,-73.917875
44 St & 48 Ave,40.73941387498411,-73.92131969332695
Prospect Park SW & 10 Ave,40.659945,-73.977504
E 182 St & Morris Ave,40.85670801831255,-73.90265285968779
Lenox Ave & W 133 St,40.81296,-73.941878
W 186 St & St. Nicholas Ave,40.852253,-73.931308
W Mosholu Pkwy S & Sedgwick Ave,40.88226,-73.88702
20 Ave & 42 St,40.775415,-73.900063
W 211 St & 10 Ave,40.86709406268147,-73.9172950387001
48 Ave & 37 St,40.74034668087185,-73.92886072397232
Garrison Ave & Manida St,40.818743,-73.890247
54 St & 37 Ave,40.75098,-73.90799
Bailey Ave & Sedgwick Ave,40.86571,-73.90857
60 St & 37 Ave,40.74958,-73.90256
43 St & 37 Ave,40.750181,-73.919998
Willow Ave & E 133 St,40.800933,-73.913863
Murray St	& West St,40.71503,-74.01246
South St & Pike St,40.70991806921533,-73.99161100387573
Leonard St & Maujer St,40.7103685423523,-73.94705951213837
Grand St & Elizabeth St,40.718822,-73.99596
Adam Clayton Powell Blvd & W 130 St,40.812346,-73.946168
21 St & 36 Ave,40.7601853,-73.9362726
Hudson St & W 13 St,40.74005708567285,-74.0052741765976
Stagg St & Morgan Ave,40.710681,-73.93372
Fairview Ave & Linden St,40.70694,-73.90632
Perry St & Greenwich Ave,40.735918,-74.000939
Hancock St & Wyckoff Ave,40.6972,-73.90674
Steinway St & 28 Ave,40.7656251,-73.9136695
Driggs Ave & N Henry St,40.72325,-73.94308
W 37 St & 5 Ave,40.75038009,-73.98338988
Wards Meadow Comfort Station,40.78294,-73.93077
E 160 St & Tinton Ave,40.820302,-73.903944
Cedar Ave & W Fordham Rd,40.86156,-73.91219
W 35 St & 8 Ave,40.752762088742045,-73.99280458705107
W 70 St & Amsterdam Ave,40.77748046,-73.98288594
South St & Whitehall St,40.70122128,-74.01234218
3 Ave & Schermerhorn St,40.68683208,-73.9796772
6 Ave & W 33 St,40.74901271,-73.98848395
Broadway & E 14 St,40.73454567,-73.99074142
Vesey St & Church St,40.71221958009051,-74.01047229766846
Lispenard St & Broadway,40.71939226,-74.00247214
E 5 St & Ave A,40.72479007746337,-73.98430064320564
7 Ave & Central Park South,40.766741,-73.979069
E 82 St & East End Ave,40.7724607,-73.9468208
Myrtle Ave & St Edwards St,40.69327018,-73.97703874
Creston Ave & E 181 St,40.8549,-73.90281
E 102 St & Park Ave,40.7904828,-73.95033068
Berkeley Pl & 6 Ave,40.6765304,-73.97846879
Jerome Ave & W 195 St,40.86874,-73.89657
E 102 St & 1 Ave,40.7869946,-73.94164802
Pinehurst Ave & W 187 St,40.855331,-73.937878
Plaza Dr & W 170 St,40.840484,-73.917946
21 St & 4 Ave,40.662584,-73.995554
48 St & Barnett Ave,40.75001640425933,-73.91540944576263
E 150 St & Gerard Ave,40.820089,-73.928947
31 Pl & Hunters Point Ave,40.74021356884924,-73.93537044525146
23 St & 3 Ave,40.662611,-73.998623
Hope St & Union Ave,40.71167351,-73.95141312
E 65 St & 2 Ave,40.76471851944339,-73.96222069859505
India St & Manhattan Ave,40.73232194,-73.9550858
E 51 St & Lexington Ave,40.75714758,-73.97207836
Plaza St West & Flatbush Ave,40.6750207,-73.97111473
Market St & Cherry St,40.71076228,-73.99400398
Clinton St & Cherry St,40.711471,-73.986726
Duffield St & Willoughby St,40.69221589,-73.9842844
Amsterdam Ave & W 66 St,40.7746671,-73.98470567
Seaman Ave & Beak St,40.867505,-73.926363
Smith St & 3 St,40.6787242,-73.99599099
Cypress Ave & George St,40.69812,-73.90271
31 Ave & 61 St,40.757525,-73.901614
34 Ave & 13 St,40.7638753,-73.9364848
Knickerbocker Ave & Moffat St,40.690434,-73.903737
Botanical Sq & Webster Ave,40.86814,-73.88145
Frost St & Debevoise Ave,40.71882,-73.93948
43 St & 35 Ave,40.754139,-73.919543
Bushwick Ave & Furman Ave,40.68281,-73.90623
Clinton St & Centre St,40.67434,-74.00194698
6 Ave & 9 St,40.668127,-73.98377641
Stanton St & Chrystie St,40.72229346,-73.99147535
Bleecker St & Crosby St,40.72615604980408,-73.99510189890862
W 159 St & Edgecombe Ave,40.833303,-73.939326
53 St & 5 Ave,40.643371,-74.011884
E 171 St & Webster Ave,40.838379,-73.905838
Dock St & Front St,40.702709,-73.99253
W 148 St & Amsterdam Ave,40.827075,-73.945909
W 10 St & Washington St,40.73342399437081,-74.00851495563984
Broadway & W 142 St,40.824686,-73.951947
62 St & Northern Blvd,40.754176,-73.900318
Stuyvesant Ave & Gates Ave,40.68834,-73.93306
Goulden Ave & W 197 St,40.87156,-73.89714
Hart St & Wyckoff Ave,40.704876,-73.919911
9 Ave & W 204 St,40.86169883507865,-73.91855701804161
E 165 St & Fox St,40.82394,-73.894025
E 1 St & 1 Ave,40.72335597960796,-73.98864984512329
Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386
Jackson Ave & 46 Rd,40.74524768,-73.94733276
Valentine Ave & E 181 St,40.854123869116,-73.89932222664356
Emerson Pl & Myrtle Ave,40.69363137,-73.96223558
MacDougal St & Washington Sq,40.73226398,-73.99852205
Schermerhorn St & Court St,40.69102925677968,-73.99183362722397
Sterling Pl & Bedford Ave,40.672695,-73.954131
5 Ave & E 87 St,40.78232260730881,-73.95987510681152
Liberty St & Nassau St,40.70858894240581,-74.00935482235809
St Marks Pl & 1 Ave,40.72779126,-73.98564945
Washington St & Gansevoort St,40.739323,-74.008119
24 St & 38 Ave,40.756351,-73.936515
58 St & 32 Ave,40.75574,-73.903427
50 St & Barnett Ave,40.750097682094825,-73.91349703073502
19 St & 24 Ave,40.7774552,-73.9225403
Steinway St & 21 Ave,40.774798,-73.903787
W 36 St & 7 Ave,40.752149,-73.989539
